GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G44000700163002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163002",,,"Block Group 2, Census Tract 163, Providence County, Rhode Island",1317,"Block Group 2, Census Tract 163, Providence County, Rhode Island",302
"G44000700163003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163003",,,"Block Group 3, Census Tract 163, Providence County, Rhode Island",371,"Block Group 3, Census Tract 163, Providence County, Rhode Island",163
"G44000700164001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164001",,,"Block Group 1, Census Tract 164, Providence County, Rhode Island",2737,"Block Group 1, Census Tract 164, Providence County, Rhode Island",372
"G44000700164002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164002",,,"Block Group 2, Census Tract 164, Providence County, Rhode Island",1227,"Block Group 2, Census Tract 164, Providence County, Rhode Island",309
"G44000700164003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164003",,,"Block Group 3, Census Tract 164, Providence County, Rhode Island",752,"Block Group 3, Census Tract 164, Providence County, Rhode Island",298
"G44000700165001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165001",,,"Block Group 1, Census Tract 165, Providence County, Rhode Island",928,"Block Group 1, Census Tract 165, Providence County, Rhode Island",258
"G44000700165002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165002",,,"Block Group 2, Census Tract 165, Providence County, Rhode Island",1418,"Block Group 2, Census Tract 165, Providence County, Rhode Island",273
"G44000700165003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165003",,,"Block Group 3, Census Tract 165, Providence County, Rhode Island",1228,"Block Group 3, Census Tract 165, Providence County, Rhode Island",264
"G44000700166001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070166001",,,"Block Group 1, Census Tract 166, Providence County, Rhode Island",1782,"Block Group 1, Census Tract 166, Providence County, Rhode Island",229
"G44000700167001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167001",,,"Block Group 1, Census Tract 167, Providence County, Rhode Island",1060,"Block Group 1, Census Tract 167, Providence County, Rhode Island",329
"G44000700167002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167002",,,"Block Group 2, Census Tract 167, Providence County, Rhode Island",2248,"Block Group 2, Census Tract 167, Providence County, Rhode Island",430
"G44000700168001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168001",,,"Block Group 1, Census Tract 168, Providence County, Rhode Island",1180,"Block Group 1, Census Tract 168, Providence County, Rhode Island",247
"G44000700168002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168002",,,"Block Group 2, Census Tract 168, Providence County, Rhode Island",594,"Block Group 2, Census Tract 168, Providence County, Rhode Island",192
"G44000700168003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168003",,,"Block Group 3, Census Tract 168, Providence County, Rhode Island",1320,"Block Group 3, Census Tract 168, Providence County, Rhode Island",343
"G44000700169001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169001",,,"Block Group 1, Census Tract 169, Providence County, Rhode Island",592,"Block Group 1, Census Tract 169, Providence County, Rhode Island",125
"G44000700169002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169002",,,"Block Group 2, Census Tract 169, Providence County, Rhode Island",661,"Block Group 2, Census Tract 169, Providence County, Rhode Island",145
"G44000700169003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"016900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169003",,,"Block Group 3, Census Tract 169, Providence County, Rhode Island",698,"Block Group 3, Census Tract 169, Providence County, Rhode Island",181
"G44000700170001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170001",,,"Block Group 1, Census Tract 170, Providence County, Rhode Island",649,"Block Group 1, Census Tract 170, Providence County, Rhode Island",185
"G44000700170002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170002",,,"Block Group 2, Census Tract 170, Providence County, Rhode Island",2290,"Block Group 2, Census Tract 170, Providence County, Rhode Island",335
"G44000700170003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170003",,,"Block Group 3, Census Tract 170, Providence County, Rhode Island",489,"Block Group 3, Census Tract 170, Providence County, Rhode Island",192
"G44000700170004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170004",,,"Block Group 4, Census Tract 170, Providence County, Rhode Island",912,"Block Group 4, Census Tract 170, Providence County, Rhode Island",234
"G44000700171001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171001",,,"Block Group 1, Census Tract 171, Providence County, Rhode Island",490,"Block Group 1, Census Tract 171, Providence County, Rhode Island",177
"G44000700171002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171002",,,"Block Group 2, Census Tract 171, Providence County, Rhode Island",805,"Block Group 2, Census Tract 171, Providence County, Rhode Island",261
"G44000700171003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171003",,,"Block Group 3, Census Tract 171, Providence County, Rhode Island",2929,"Block Group 3, Census Tract 171, Providence County, Rhode Island",412
"G44000700171004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171004",,,"Block Group 4, Census Tract 171, Providence County, Rhode Island",504,"Block Group 4, Census Tract 171, Providence County, Rhode Island",172
"G44000700173001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173001",,,"Block Group 1, Census Tract 173, Providence County, Rhode Island",973,"Block Group 1, Census Tract 173, Providence County, Rhode Island",231
"G44000700173002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173002",,,"Block Group 2, Census Tract 173, Providence County, Rhode Island",1411,"Block Group 2, Census Tract 173, Providence County, Rhode Island",283
"G44000700173003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173003",,,"Block Group 3, Census Tract 173, Providence County, Rhode Island",901,"Block Group 3, Census Tract 173, Providence County, Rhode Island",279
"G44000700174001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174001",,,"Block Group 1, Census Tract 174, Providence County, Rhode Island",1423,"Block Group 1, Census Tract 174, Providence County, Rhode Island",265
"G44000700174002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174002",,,"Block Group 2, Census Tract 174, Providence County, Rhode Island",826,"Block Group 2, Census Tract 174, Providence County, Rhode Island",262
"G44000700174003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174003",,,"Block Group 3, Census Tract 174, Providence County, Rhode Island",1665,"Block Group 3, Census Tract 174, Providence County, Rhode Island",328
"G44000700175001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175001",,,"Block Group 1, Census Tract 175, Providence County, Rhode Island",753,"Block Group 1, Census Tract 175, Providence County, Rhode Island",158
"G44000700175002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175002",,,"Block Group 2, Census Tract 175, Providence County, Rhode Island",1070,"Block Group 2, Census Tract 175, Providence County, Rhode Island",187
"G44000700175003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175003",,,"Block Group 3, Census Tract 175, Providence County, Rhode Island",1476,"Block Group 3, Census Tract 175, Providence County, Rhode Island",267
"G44000700176001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176001",,,"Block Group 1, Census Tract 176, Providence County, Rhode Island",1265,"Block Group 1, Census Tract 176, Providence County, Rhode Island",287
"G44000700176002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176002",,,"Block Group 2, Census Tract 176, Providence County, Rhode Island",1433,"Block Group 2, Census Tract 176, Providence County, Rhode Island",260
"G44000700177001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177001",,,"Block Group 1, Census Tract 177, Providence County, Rhode Island",1069,"Block Group 1, Census Tract 177, Providence County, Rhode Island",249
"G44000700177002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177002",,,"Block Group 2, Census Tract 177, Providence County, Rhode Island",1450,"Block Group 2, Census Tract 177, Providence County, Rhode Island",307
"G44000700177003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177003",,,"Block Group 3, Census Tract 177, Providence County, Rhode Island",1225,"Block Group 3, Census Tract 177, Providence County, Rhode Island",261
"G44000700178001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178001",,,"Block Group 1, Census Tract 178, Providence County, Rhode Island",845,"Block Group 1, Census Tract 178, Providence County, Rhode Island",287
"G44000700178002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178002",,,"Block Group 2, Census Tract 178, Providence County, Rhode Island",924,"Block Group 2, Census Tract 178, Providence County, Rhode Island",245
"G44000700178003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178003",,,"Block Group 3, Census Tract 178, Providence County, Rhode Island",918,"Block Group 3, Census Tract 178, Providence County, Rhode Island",215
"G44000700179001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179001",,,"Block Group 1, Census Tract 179, Providence County, Rhode Island",708,"Block Group 1, Census Tract 179, Providence County, Rhode Island",344
"G44000700179002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179002",,,"Block Group 2, Census Tract 179, Providence County, Rhode Island",1360,"Block Group 2, Census Tract 179, Providence County, Rhode Island",372
"G44000700179003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"017900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179003",,,"Block Group 3, Census Tract 179, Providence County, Rhode Island",938,"Block Group 3, Census Tract 179, Providence County, Rhode Island",272
"G44000700180001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180001",,,"Block Group 1, Census Tract 180, Providence County, Rhode Island",975,"Block Group 1, Census Tract 180, Providence County, Rhode Island",321
"G44000700180002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180002",,,"Block Group 2, Census Tract 180, Providence County, Rhode Island",701,"Block Group 2, Census Tract 180, Providence County, Rhode Island",216
"G44000700180003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070180003",,,"Block Group 3, Census Tract 180, Providence County, Rhode Island",828,"Block Group 3, Census Tract 180, Providence County, Rhode Island",286
"G44000700181001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181001",,,"Block Group 1, Census Tract 181, Providence County, Rhode Island",1069,"Block Group 1, Census Tract 181, Providence County, Rhode Island",332
"G44000700181002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070181002",,,"Block Group 2, Census Tract 181, Providence County, Rhode Island",1895,"Block Group 2, Census Tract 181, Providence County, Rhode Island",400
"G44000700182001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182001",,,"Block Group 1, Census Tract 182, Providence County, Rhode Island",1225,"Block Group 1, Census Tract 182, Providence County, Rhode Island",266
"G44000700182002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070182002",,,"Block Group 2, Census Tract 182, Providence County, Rhode Island",1464,"Block Group 2, Census Tract 182, Providence County, Rhode Island",315
"G44000700183001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070183001",,,"Block Group 1, Census Tract 183, Providence County, Rhode Island",1954,"Block Group 1, Census Tract 183, Providence County, Rhode Island",193
"G44000700184001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184001",,,"Block Group 1, Census Tract 184, Providence County, Rhode Island",1370,"Block Group 1, Census Tract 184, Providence County, Rhode Island",440
"G44000700184002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184002",,,"Block Group 2, Census Tract 184, Providence County, Rhode Island",781,"Block Group 2, Census Tract 184, Providence County, Rhode Island",191
"G44000700184003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184003",,,"Block Group 3, Census Tract 184, Providence County, Rhode Island",843,"Block Group 3, Census Tract 184, Providence County, Rhode Island",203
"G44000700184004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184004",,,"Block Group 4, Census Tract 184, Providence County, Rhode Island",846,"Block Group 4, Census Tract 184, Providence County, Rhode Island",226
"G44000700184005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070184005",,,"Block Group 5, Census Tract 184, Providence County, Rhode Island",1747,"Block Group 5, Census Tract 184, Providence County, Rhode Island",373
"G44000700185001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185001",,,"Block Group 1, Census Tract 185, Providence County, Rhode Island",596,"Block Group 1, Census Tract 185, Providence County, Rhode Island",188
"G44000700185002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185002",,,"Block Group 2, Census Tract 185, Providence County, Rhode Island",1371,"Block Group 2, Census Tract 185, Providence County, Rhode Island",316
"G44000700185003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"018500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070185003",,,"Block Group 3, Census Tract 185, Providence County, Rhode Island",915,"Block Group 3, Census Tract 185, Providence County, Rhode Island",311
"G44000900415001","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"041500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415001",,,"Block Group 1, Census Tract 415, Washington County, Rhode Island",875,"Block Group 1, Census Tract 415, Washington County, Rhode Island",168
"G44000900415002","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"041500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090415002",,,"Block Group 2, Census Tract 415, Washington County, Rhode Island",31,"Block Group 2, Census Tract 415, Washington County, Rhode Island",34
"G44000900501021","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050102","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501021",,,"Block Group 1, Census Tract 501.02, Washington County, Rhode Island",1217,"Block Group 1, Census Tract 501.02, Washington County, Rhode Island",143
"G44000900501022","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050102","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501022",,,"Block Group 2, Census Tract 501.02, Washington County, Rhode Island",975,"Block Group 2, Census Tract 501.02, Washington County, Rhode Island",187
"G44000900501031","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050103","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501031",,,"Block Group 1, Census Tract 501.03, Washington County, Rhode Island",1349,"Block Group 1, Census Tract 501.03, Washington County, Rhode Island",343
"G44000900501032","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050103","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501032",,,"Block Group 2, Census Tract 501.03, Washington County, Rhode Island",1369,"Block Group 2, Census Tract 501.03, Washington County, Rhode Island",409
"G44000900501033","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050103","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501033",,,"Block Group 3, Census Tract 501.03, Washington County, Rhode Island",1436,"Block Group 3, Census Tract 501.03, Washington County, Rhode Island",280
"G44000900501034","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050103","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501034",,,"Block Group 4, Census Tract 501.03, Washington County, Rhode Island",1015,"Block Group 4, Census Tract 501.03, Washington County, Rhode Island",319
"G44000900501035","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050103","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501035",,,"Block Group 5, Census Tract 501.03, Washington County, Rhode Island",674,"Block Group 5, Census Tract 501.03, Washington County, Rhode Island",217
"G44000900501041","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050104","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501041",,,"Block Group 1, Census Tract 501.04, Washington County, Rhode Island",2885,"Block Group 1, Census Tract 501.04, Washington County, Rhode Island",221
"G44000900501042","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050104","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090501042",,,"Block Group 2, Census Tract 501.04, Washington County, Rhode Island",1068,"Block Group 2, Census Tract 501.04, Washington County, Rhode Island",196
"G44000900503011","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050301","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503011",,,"Block Group 1, Census Tract 503.01, Washington County, Rhode Island",2044,"Block Group 1, Census Tract 503.01, Washington County, Rhode Island",267
"G44000900503012","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050301","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503012",,,"Block Group 2, Census Tract 503.01, Washington County, Rhode Island",994,"Block Group 2, Census Tract 503.01, Washington County, Rhode Island",172
"G44000900503013","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050301","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503013",,,"Block Group 3, Census Tract 503.01, Washington County, Rhode Island",1400,"Block Group 3, Census Tract 503.01, Washington County, Rhode Island",335
"G44000900503021","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050302","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503021",,,"Block Group 1, Census Tract 503.02, Washington County, Rhode Island",1001,"Block Group 1, Census Tract 503.02, Washington County, Rhode Island",197
"G44000900503022","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050302","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503022",,,"Block Group 2, Census Tract 503.02, Washington County, Rhode Island",910,"Block Group 2, Census Tract 503.02, Washington County, Rhode Island",192
"G44000900503023","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050302","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090503023",,,"Block Group 3, Census Tract 503.02, Washington County, Rhode Island",837,"Block Group 3, Census Tract 503.02, Washington County, Rhode Island",142
"G44000900504011","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504011",,,"Block Group 1, Census Tract 504.01, Washington County, Rhode Island",1229,"Block Group 1, Census Tract 504.01, Washington County, Rhode Island",213
"G44000900504012","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504012",,,"Block Group 2, Census Tract 504.01, Washington County, Rhode Island",3353,"Block Group 2, Census Tract 504.01, Washington County, Rhode Island",353
"G44000900504021","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504021",,,"Block Group 1, Census Tract 504.02, Washington County, Rhode Island",716,"Block Group 1, Census Tract 504.02, Washington County, Rhode Island",211
"G44000900504022","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504022",,,"Block Group 2, Census Tract 504.02, Washington County, Rhode Island",779,"Block Group 2, Census Tract 504.02, Washington County, Rhode Island",162
"G44000900504023","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090504023",,,"Block Group 3, Census Tract 504.02, Washington County, Rhode Island",1059,"Block Group 3, Census Tract 504.02, Washington County, Rhode Island",193
"G44000900505001","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090505001",,,"Block Group 1, Census Tract 505, Washington County, Rhode Island",2755,"Block Group 1, Census Tract 505, Washington County, Rhode Island",430
"G44000900505002","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090505002",,,"Block Group 2, Census Tract 505, Washington County, Rhode Island",1385,"Block Group 2, Census Tract 505, Washington County, Rhode Island",338
"G44000900505003","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090505003",,,"Block Group 3, Census Tract 505, Washington County, Rhode Island",2551,"Block Group 3, Census Tract 505, Washington County, Rhode Island",380
"G44000900506001","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090506001",,,"Block Group 1, Census Tract 506, Washington County, Rhode Island",1410,"Block Group 1, Census Tract 506, Washington County, Rhode Island",286
"G44000900506002","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090506002",,,"Block Group 2, Census Tract 506, Washington County, Rhode Island",1762,"Block Group 2, Census Tract 506, Washington County, Rhode Island",364
"G44000900506003","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090506003",,,"Block Group 3, Census Tract 506, Washington County, Rhode Island",2118,"Block Group 3, Census Tract 506, Washington County, Rhode Island",353
"G44000900506004","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090506004",,,"Block Group 4, Census Tract 506, Washington County, Rhode Island",2334,"Block Group 4, Census Tract 506, Washington County, Rhode Island",279
"G44000900507001","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507001",,,"Block Group 1, Census Tract 507, Washington County, Rhode Island",2230,"Block Group 1, Census Tract 507, Washington County, Rhode Island",407
"G44000900507002","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507002",,,"Block Group 2, Census Tract 507, Washington County, Rhode Island",752,"Block Group 2, Census Tract 507, Washington County, Rhode Island",232
"G44000900507003","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507003",,,"Block Group 3, Census Tract 507, Washington County, Rhode Island",1908,"Block Group 3, Census Tract 507, Washington County, Rhode Island",335
"G44000900507004","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507004",,,"Block Group 4, Census Tract 507, Washington County, Rhode Island",1103,"Block Group 4, Census Tract 507, Washington County, Rhode Island",263
"G44000900507005","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507005",,,"Block Group 5, Census Tract 507, Washington County, Rhode Island",949,"Block Group 5, Census Tract 507, Washington County, Rhode Island",220
"G44000900507006","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050700","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090507006",,,"Block Group 6, Census Tract 507, Washington County, Rhode Island",1181,"Block Group 6, Census Tract 507, Washington County, Rhode Island",349
"G44000900508011","2011-2015","RI",,,"Rhode Island","44","Washington County","009",,,"050801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440090508011",,,"Block Group 1, Census Tract 508.01, Washington County, Rhode Island",1230,"Block Group 1, Census Tract 508.01, Washington County, Rhode Island",339
